,c_0,c_1,c_2,c_3,c_4,c_5
variant_28591,284.0,3.0,0.0,0.0,0.0,0.0
variant_28592,902.0,275.0,167.0,215.0,225.0,89.0
variant_28593,437.0,94.0,58.0,74.0,91.0,47.0
variant_28594,352.0,167.0,119.0,246.0,274.0,105.0
variant_28595,222.0,20.0,2.0,0.0,0.0,0.0
variant_28596,75.0,4.0,2.0,7.0,0.0,0.0
variant_28597,537.0,280.0,213.0,547.0,848.0,600.0
variant_28598,147.0,4.0,0.0,0.0,0.0,0.0
variant_28599,396.0,15.0,0.0,0.0,0.0,0.0
variant_28600,108.0,31.0,10.0,7.0,0.0,0.0
variant_28601,443.0,65.0,7.0,26.0,18.0,1.0
variant_28602,130.0,2.0,1.0,8.0,2.0,0.0
variant_28603,79.0,5.0,1.0,1.0,0.0,1.0
variant_28604,48.0,1.0,0.0,0.0,0.0,0.0
variant_28605,96.0,6.0,0.0,0.0,0.0,0.0
variant_28606,298.0,22.0,4.0,20.0,7.0,9.0
variant_28607,132.0,60.0,37.0,54.0,37.0,21.0
variant_28608,1267.0,402.0,242.0,464.0,673.0,346.0
variant_28609,52.0,0.0,0.0,0.0,0.0,0.0
variant_28610,352.0,32.0,4.0,2.0,1.0,6.0
variant_28611,262.0,29.0,2.0,8.0,2.0,0.0
variant_28612,300.0,84.0,53.0,116.0,144.0,54.0
variant_28613,898.0,251.0,145.0,337.0,458.0,181.0
variant_28614,921.0,319.0,162.0,386.0,548.0,266.0
variant_28615,65.0,1.0,0.0,0.0,0.0,0.0
variant_28616,360.0,42.0,19.0,20.0,23.0,9.0
variant_28617,154.0,12.0,2.0,8.0,8.0,5.0
variant_28618,665.0,97.0,52.0,89.0,86.0,39.0
variant_28619,151.0,16.0,0.0,0.0,0.0,0.0
variant_28620,397.0,24.0,19.0,27.0,9.0,2.0
variant_28621,103.0,6.0,3.0,6.0,3.0,1.0
variant_28622,871.0,319.0,236.0,590.0,863.0,468.0
variant_28623,147.0,8.0,7.0,9.0,6.0,8.0
variant_28624,146.0,25.0,7.0,17.0,15.0,10.0
variant_28625,1187.0,202.0,71.0,118.0,101.0,38.0
variant_28626,350.0,110.0,87.0,135.0,194.0,117.0
variant_28627,282.0,49.0,13.0,37.0,35.0,14.0
variant_28628,776.0,56.0,20.0,45.0,30.0,11.0
variant_28629,710.0,386.0,310.0,729.0,1083.0,527.0
variant_28630,156.0,68.0,41.0,106.0,128.0,70.0
variant_28631,131.0,27.0,30.0,55.0,55.0,43.0
variant_28632,136.0,32.0,5.0,9.0,2.0,0.0
variant_28633,800.0,120.0,42.0,69.0,69.0,28.0
variant_28634,852.0,214.0,187.0,336.0,472.0,267.0
variant_28635,614.0,90.0,19.0,13.0,13.0,4.0
variant_28636,267.0,32.0,1.0,2.0,0.0,0.0
variant_28637,1369.0,260.0,96.0,115.0,110.0,32.0
variant_28638,3097.0,975.0,679.0,1662.0,2745.0,1579.0
variant_28639,450.0,73.0,31.0,22.0,13.0,4.0
variant_28640,729.0,271.0,136.0,331.0,626.0,383.0
variant_28641,182.0,27.0,1.0,0.0,0.0,0.0
variant_28642,157.0,10.0,0.0,0.0,0.0,0.0
variant_28643,198.0,9.0,9.0,2.0,0.0,0.0
variant_28644,11.0,0.0,0.0,0.0,0.0,0.0
variant_28645,61.0,3.0,5.0,2.0,11.0,0.0
variant_28646,67.0,3.0,4.0,4.0,5.0,0.0
variant_28647,110.0,16.0,1.0,0.0,0.0,0.0
variant_28648,114.0,7.0,5.0,5.0,1.0,0.0
variant_28649,181.0,6.0,3.0,8.0,4.0,6.0
variant_28650,758.0,273.0,163.0,383.0,547.0,310.0
variant_28651,289.0,16.0,6.0,0.0,0.0,0.0
variant_28652,22.0,0.0,0.0,0.0,0.0,0.0
variant_28653,745.0,116.0,54.0,120.0,198.0,84.0
variant_28654,33.0,0.0,0.0,0.0,0.0,0.0
variant_28655,50.0,0.0,0.0,0.0,0.0,0.0
variant_28656,613.0,96.0,92.0,158.0,142.0,57.0
variant_28657,359.0,45.0,16.0,52.0,39.0,14.0
variant_28658,10.0,0.0,0.0,0.0,0.0,0.0
variant_28659,119.0,2.0,0.0,2.0,0.0,0.0
variant_28660,474.0,61.0,39.0,58.0,80.0,31.0
variant_28661,91.0,4.0,0.0,0.0,0.0,0.0
variant_28662,111.0,0.0,0.0,0.0,0.0,0.0
variant_28663,89.0,18.0,3.0,5.0,1.0,1.0
variant_28664,165.0,5.0,1.0,0.0,0.0,0.0
variant_28665,80.0,0.0,0.0,0.0,0.0,0.0
variant_28666,16.0,0.0,0.0,0.0,0.0,0.0
variant_28667,810.0,169.0,98.0,274.0,400.0,176.0
variant_28668,129.0,57.0,12.0,31.0,19.0,27.0
variant_28669,397.0,64.0,29.0,34.0,11.0,3.0
variant_28670,558.0,19.0,3.0,4.0,5.0,5.0
variant_28671,294.0,45.0,31.0,32.0,60.0,19.0
variant_28672,421.0,104.0,106.0,354.0,542.0,303.0
variant_28673,58.0,3.0,0.0,0.0,0.0,0.0
variant_28674,197.0,19.0,7.0,1.0,0.0,0.0
variant_28675,573.0,209.0,154.0,264.0,424.0,183.0
variant_28676,52.0,5.0,0.0,0.0,0.0,0.0
variant_28677,598.0,194.0,77.0,157.0,250.0,95.0
variant_28678,198.0,1.0,0.0,19.0,7.0,4.0
variant_28679,862.0,188.0,131.0,264.0,314.0,186.0
variant_28680,84.0,2.0,0.0,0.0,0.0,0.0
variant_28681,738.0,95.0,27.0,42.0,57.0,25.0
variant_28682,55.0,1.0,0.0,0.0,0.0,0.0
variant_28683,577.0,247.0,177.0,381.0,579.0,378.0
variant_28684,23.0,2.0,0.0,0.0,0.0,0.0
variant_28685,577.0,204.0,148.0,317.0,423.0,263.0
variant_28686,294.0,48.0,22.0,21.0,13.0,4.0
variant_28687,1.0,0.0,0.0,0.0,0.0,0.0
variant_28688,991.0,51.0,1.0,0.0,0.0,0.0
variant_28689,1272.0,115.0,26.0,23.0,2.0,0.0
variant_28690,503.0,39.0,5.0,5.0,0.0,0.0
variant_28691,260.0,19.0,19.0,26.0,42.0,21.0
variant_28692,344.0,34.0,0.0,0.0,0.0,0.0
variant_28693,59.0,2.0,0.0,3.0,0.0,0.0
variant_28694,1183.0,134.0,25.0,23.0,12.0,1.0
variant_28695,519.0,62.0,23.0,29.0,64.0,15.0
variant_28696,211.0,17.0,0.0,0.0,0.0,0.0
variant_28697,1016.0,89.0,41.0,48.0,15.0,12.0
variant_28698,294.0,9.0,0.0,2.0,0.0,0.0
variant_28699,255.0,37.0,15.0,17.0,9.0,10.0
variant_28700,935.0,27.0,1.0,0.0,0.0,0.0
variant_28701,342.0,37.0,14.0,0.0,0.0,0.0
variant_28702,146.0,2.0,0.0,0.0,0.0,0.0
variant_28703,50.0,8.0,0.0,0.0,0.0,0.0
variant_28704,1568.0,194.0,88.0,93.0,45.0,12.0
variant_28705,192.0,30.0,16.0,11.0,4.0,0.0
variant_28706,1343.0,217.0,114.0,92.0,79.0,28.0
variant_28707,480.0,88.0,19.0,25.0,26.0,15.0
variant_28708,1290.0,41.0,15.0,19.0,25.0,18.0
variant_28709,238.0,23.0,13.0,26.0,18.0,21.0
variant_28710,266.0,48.0,18.0,17.0,8.0,7.0
variant_28711,301.0,58.0,34.0,25.0,16.0,1.0
variant_28712,878.0,56.0,24.0,17.0,5.0,2.0
variant_28713,433.0,25.0,20.0,25.0,17.0,0.0
variant_28714,583.0,37.0,28.0,80.0,72.0,27.0
variant_28715,52.0,0.0,0.0,0.0,0.0,0.0
variant_28716,246.0,4.0,0.0,0.0,1.0,0.0
variant_28717,232.0,2.0,0.0,0.0,0.0,0.0
variant_28718,480.0,12.0,0.0,0.0,0.0,0.0
variant_28719,1693.0,197.0,48.0,63.0,63.0,13.0
variant_28720,1078.0,162.0,109.0,187.0,167.0,55.0
variant_28721,1354.0,190.0,106.0,162.0,121.0,45.0
variant_28722,37.0,0.0,0.0,0.0,0.0,0.0
variant_28723,2387.0,282.0,121.0,162.0,96.0,31.0
variant_28724,59.0,0.0,0.0,0.0,0.0,0.0
variant_28725,1650.0,223.0,171.0,199.0,158.0,103.0
variant_28726,169.0,0.0,0.0,0.0,0.0,0.0
variant_28727,114.0,1.0,0.0,0.0,0.0,0.0
variant_28728,174.0,3.0,0.0,0.0,0.0,0.0
variant_28729,142.0,5.0,0.0,0.0,0.0,0.0
variant_28730,1097.0,125.0,44.0,57.0,27.0,10.0
variant_28731,1371.0,106.0,31.0,18.0,26.0,4.0
variant_28732,112.0,1.0,0.0,0.0,0.0,0.0
variant_28733,826.0,68.0,11.0,9.0,21.0,1.0
variant_28734,1298.0,75.0,25.0,16.0,12.0,7.0
variant_28735,236.0,33.0,26.0,25.0,17.0,7.0
variant_28736,74.0,3.0,4.0,6.0,4.0,0.0
variant_28737,120.0,1.0,0.0,0.0,0.0,0.0
variant_28738,1046.0,196.0,69.0,99.0,70.0,20.0
variant_28739,130.0,11.0,1.0,0.0,0.0,0.0
variant_28740,689.0,105.0,40.0,44.0,19.0,20.0
variant_28741,67.0,5.0,1.0,6.0,0.0,0.0
variant_28742,108.0,2.0,0.0,0.0,0.0,0.0
variant_28743,127.0,4.0,0.0,0.0,0.0,0.0
variant_28744,2965.0,676.0,387.0,786.0,814.0,401.0
variant_28745,99.0,3.0,0.0,0.0,0.0,0.0
variant_28746,224.0,19.0,6.0,0.0,0.0,0.0
variant_28747,21.0,0.0,0.0,0.0,0.0,0.0
variant_28748,2242.0,215.0,106.0,182.0,114.0,47.0
variant_28749,54.0,0.0,0.0,0.0,0.0,0.0
variant_28750,129.0,1.0,0.0,0.0,0.0,0.0
variant_28751,221.0,92.0,31.0,55.0,40.0,18.0
variant_28752,1446.0,273.0,148.0,253.0,281.0,200.0
variant_28753,21.0,0.0,0.0,0.0,0.0,0.0
variant_28754,3074.0,377.0,156.0,263.0,178.0,60.0
variant_28755,16.0,0.0,0.0,0.0,0.0,0.0
variant_28756,63.0,0.0,0.0,0.0,0.0,0.0
variant_28757,104.0,3.0,4.0,4.0,1.0,0.0
variant_28758,213.0,33.0,13.0,11.0,5.0,0.0
variant_28759,234.0,31.0,3.0,0.0,0.0,0.0
variant_28760,316.0,90.0,36.0,44.0,16.0,0.0
variant_28761,105.0,8.0,2.0,0.0,0.0,0.0
variant_28762,439.0,45.0,4.0,14.0,7.0,0.0
variant_28763,2.0,0.0,0.0,0.0,0.0,0.0
variant_28764,143.0,25.0,0.0,0.0,0.0,0.0
variant_28765,504.0,65.0,27.0,46.0,13.0,25.0
variant_28766,276.0,65.0,16.0,30.0,21.0,7.0
variant_28767,587.0,71.0,27.0,53.0,19.0,11.0
variant_28768,94.0,0.0,0.0,0.0,0.0,0.0
variant_28769,1826.0,108.0,22.0,39.0,30.0,0.0
variant_28770,17.0,0.0,0.0,0.0,0.0,0.0
variant_28771,746.0,457.0,259.0,339.0,308.0,119.0
variant_28772,87.0,7.0,0.0,0.0,0.0,0.0
variant_28773,83.0,0.0,0.0,0.0,0.0,0.0
variant_28774,2736.0,231.0,110.0,176.0,103.0,39.0
variant_28775,122.0,0.0,0.0,0.0,0.0,0.0
variant_28776,312.0,37.0,1.0,2.0,0.0,7.0
variant_28777,3143.0,383.0,190.0,264.0,213.0,88.0
variant_28778,187.0,38.0,15.0,14.0,3.0,0.0
variant_28779,128.0,8.0,0.0,0.0,0.0,0.0
variant_28780,1963.0,173.0,79.0,123.0,53.0,8.0
variant_28781,41.0,6.0,0.0,0.0,0.0,0.0
variant_28782,2521.0,270.0,152.0,165.0,161.0,79.0
variant_28783,294.0,14.0,0.0,0.0,0.0,0.0
variant_28784,65.0,1.0,3.0,0.0,0.0,0.0
variant_28785,117.0,44.0,12.0,0.0,0.0,0.0
variant_28786,794.0,70.0,54.0,49.0,61.0,54.0
variant_28787,2872.0,600.0,247.0,284.0,160.0,54.0
variant_28788,293.0,8.0,0.0,0.0,0.0,0.0
variant_28789,114.0,4.0,0.0,0.0,0.0,0.0
variant_28790,5.0,0.0,0.0,0.0,0.0,0.0
variant_28791,67.0,4.0,0.0,0.0,0.0,0.0
variant_28792,19.0,0.0,0.0,0.0,0.0,0.0
variant_28793,1123.0,72.0,38.0,45.0,61.0,27.0
variant_28794,262.0,14.0,0.0,0.0,0.0,0.0
variant_28795,100.0,3.0,2.0,6.0,0.0,0.0
variant_28796,1488.0,115.0,45.0,35.0,28.0,24.0
variant_28797,39.0,0.0,0.0,0.0,0.0,0.0
variant_28798,20.0,1.0,0.0,0.0,0.0,0.0
variant_28799,72.0,38.0,13.0,26.0,7.0,4.0
variant_28800,662.0,52.0,10.0,1.0,0.0,0.0
variant_28801,171.0,0.0,0.0,0.0,0.0,0.0
variant_28802,164.0,8.0,0.0,0.0,0.0,0.0
variant_28803,414.0,158.0,110.0,206.0,211.0,60.0
variant_28804,19.0,0.0,0.0,0.0,0.0,0.0
variant_28805,2553.0,360.0,127.0,106.0,79.0,38.0
variant_28806,249.0,17.0,1.0,0.0,0.0,0.0
variant_28807,231.0,18.0,3.0,0.0,0.0,0.0
variant_28808,226.0,6.0,0.0,1.0,0.0,0.0
variant_28809,1212.0,86.0,18.0,29.0,17.0,9.0
variant_28810,90.0,1.0,0.0,0.0,0.0,0.0
variant_28811,1763.0,134.0,32.0,45.0,25.0,12.0
variant_28812,100.0,5.0,1.0,0.0,0.0,0.0
variant_28813,398.0,225.0,109.0,170.0,113.0,64.0
variant_28814,2453.0,242.0,81.0,105.0,105.0,54.0
variant_28815,32.0,0.0,0.0,0.0,0.0,0.0
variant_28816,119.0,3.0,0.0,0.0,0.0,0.0
variant_28817,22.0,1.0,0.0,0.0,0.0,0.0
variant_28818,14.0,0.0,0.0,0.0,0.0,0.0
variant_28819,189.0,15.0,2.0,6.0,1.0,0.0
variant_28820,100.0,13.0,0.0,0.0,0.0,0.0
variant_28821,7.0,0.0,0.0,0.0,0.0,0.0
variant_28822,557.0,75.0,16.0,29.0,47.0,22.0
variant_28823,434.0,38.0,26.0,41.0,38.0,57.0
variant_28824,233.0,38.0,7.0,27.0,51.0,13.0
variant_28825,80.0,2.0,0.0,0.0,0.0,0.0
variant_28826,1180.0,345.0,176.0,309.0,417.0,205.0
variant_28827,60.0,0.0,0.0,0.0,0.0,0.0
variant_28828,124.0,2.0,4.0,0.0,1.0,0.0
variant_28829,333.0,83.0,24.0,47.0,26.0,13.0
variant_28830,185.0,27.0,5.0,0.0,0.0,0.0
variant_28831,453.0,103.0,26.0,121.0,120.0,70.0
variant_28832,280.0,7.0,2.0,3.0,0.0,0.0
variant_28833,214.0,38.0,55.0,150.0,203.0,129.0
variant_28834,458.0,61.0,5.0,19.0,29.0,11.0
variant_28835,486.0,229.0,284.0,595.0,761.0,501.0
variant_28836,16.0,0.0,0.0,0.0,0.0,0.0
variant_28837,607.0,60.0,6.0,8.0,2.0,0.0
variant_28838,2891.0,422.0,147.0,369.0,360.0,131.0
variant_28839,71.0,3.0,0.0,0.0,0.0,0.0
variant_28840,89.0,12.0,0.0,0.0,0.0,0.0
variant_28841,251.0,171.0,81.0,282.0,464.0,326.0
variant_28842,506.0,115.0,38.0,91.0,129.0,37.0
variant_28843,697.0,105.0,51.0,81.0,81.0,36.0
variant_28844,81.0,0.0,0.0,0.0,0.0,0.0
variant_28845,56.0,1.0,0.0,0.0,0.0,0.0
variant_28846,44.0,0.0,0.0,0.0,0.0,0.0
variant_28847,173.0,14.0,0.0,0.0,0.0,0.0
variant_28848,28.0,0.0,0.0,0.0,0.0,0.0
variant_28849,204.0,3.0,0.0,0.0,0.0,0.0
variant_28850,131.0,3.0,7.0,9.0,1.0,1.0
variant_28851,628.0,108.0,65.0,82.0,129.0,36.0
variant_28852,99.0,15.0,1.0,0.0,0.0,0.0
variant_28853,189.0,12.0,20.0,17.0,7.0,0.0
variant_28854,495.0,100.0,33.0,70.0,104.0,50.0
variant_28855,610.0,104.0,99.0,222.0,292.0,158.0
variant_28856,495.0,77.0,82.0,52.0,53.0,22.0
variant_28857,98.0,5.0,1.0,0.0,0.0,1.0
variant_28858,477.0,60.0,49.0,53.0,36.0,4.0
variant_28859,200.0,5.0,2.0,6.0,0.0,0.0
variant_28860,313.0,131.0,124.0,389.0,639.0,489.0
variant_28861,302.0,21.0,3.0,3.0,0.0,0.0
variant_28862,66.0,0.0,0.0,0.0,0.0,0.0
variant_28863,63.0,4.0,1.0,0.0,0.0,0.0
variant_28864,224.0,13.0,2.0,5.0,9.0,2.0
variant_28865,446.0,253.0,188.0,313.0,439.0,185.0
variant_28866,117.0,2.0,0.0,0.0,0.0,0.0
variant_28867,131.0,35.0,30.0,50.0,85.0,45.0
variant_28868,1034.0,196.0,159.0,359.0,443.0,231.0
variant_28869,1270.0,286.0,188.0,364.0,426.0,212.0
variant_28870,1349.0,301.0,148.0,327.0,378.0,142.0
variant_28871,99.0,1.0,0.0,0.0,0.0,0.0
variant_28872,635.0,167.0,113.0,163.0,171.0,91.0
variant_28873,339.0,38.0,2.0,31.0,25.0,60.0
variant_28874,762.0,85.0,12.0,26.0,22.0,9.0
variant_28875,1223.0,553.0,487.0,1185.0,1697.0,1167.0
variant_28876,2.0,0.0,0.0,0.0,0.0,0.0
variant_28877,24.0,3.0,0.0,2.0,1.0,0.0
variant_28878,183.0,5.0,0.0,0.0,0.0,0.0
variant_28879,95.0,0.0,0.0,0.0,0.0,0.0
variant_28880,286.0,49.0,43.0,87.0,126.0,64.0
variant_28881,104.0,9.0,0.0,0.0,0.0,0.0
variant_28882,1471.0,360.0,171.0,296.0,353.0,240.0
variant_28883,1766.0,593.0,442.0,807.0,1121.0,605.0
variant_28884,2561.0,556.0,388.0,802.0,1252.0,848.0
variant_28885,515.0,52.0,25.0,29.0,41.0,19.0
variant_28886,1552.0,373.0,245.0,530.0,704.0,405.0
variant_28887,41.0,1.0,0.0,0.0,0.0,0.0
variant_28888,217.0,13.0,0.0,5.0,0.0,0.0
variant_28889,1026.0,415.0,295.0,699.0,1295.0,769.0
variant_28890,90.0,2.0,4.0,0.0,0.0,0.0
variant_28891,126.0,0.0,0.0,0.0,0.0,0.0
variant_28892,426.0,149.0,39.0,56.0,75.0,43.0
variant_28893,96.0,2.0,0.0,0.0,0.0,0.0
variant_28894,387.0,75.0,13.0,21.0,33.0,17.0
variant_28895,281.0,39.0,6.0,14.0,13.0,0.0
variant_28896,8.0,0.0,0.0,0.0,0.0,0.0
variant_28897,314.0,21.0,11.0,19.0,4.0,0.0
variant_28898,583.0,103.0,94.0,271.0,304.0,181.0
variant_28899,1135.0,183.0,114.0,189.0,271.0,138.0
variant_28900,982.0,275.0,130.0,298.0,446.0,244.0
variant_28901,73.0,3.0,0.0,0.0,0.0,0.0
variant_28902,601.0,239.0,246.0,725.0,1093.0,606.0
variant_28903,833.0,208.0,107.0,243.0,314.0,217.0
variant_28904,238.0,3.0,0.0,0.0,0.0,0.0
variant_28905,319.0,34.0,1.0,0.0,2.0,4.0
variant_28906,326.0,10.0,0.0,0.0,0.0,0.0
variant_28907,1392.0,208.0,103.0,256.0,287.0,106.0
variant_28908,29.0,2.0,0.0,0.0,0.0,0.0
variant_28909,842.0,115.0,43.0,73.0,38.0,26.0
variant_28910,79.0,2.0,0.0,0.0,0.0,0.0
variant_28911,41.0,1.0,0.0,0.0,0.0,0.0
variant_28912,452.0,59.0,36.0,54.0,45.0,20.0
variant_28913,83.0,9.0,0.0,0.0,0.0,0.0
variant_28914,1054.0,199.0,94.0,144.0,188.0,112.0
variant_28915,164.0,4.0,8.0,10.0,15.0,11.0
variant_28916,74.0,0.0,0.0,0.0,0.0,0.0
variant_28917,294.0,74.0,45.0,75.0,92.0,71.0
variant_28918,317.0,38.0,4.0,4.0,0.0,0.0
variant_28919,155.0,26.0,2.0,0.0,0.0,0.0
variant_28920,989.0,254.0,108.0,221.0,219.0,129.0
variant_28921,144.0,35.0,23.0,21.0,8.0,7.0
variant_28922,703.0,147.0,75.0,149.0,108.0,41.0
variant_28923,1156.0,321.0,138.0,207.0,150.0,64.0
variant_28924,503.0,48.0,8.0,1.0,0.0,0.0
variant_28925,462.0,60.0,27.0,43.0,24.0,13.0
variant_28926,34.0,1.0,0.0,0.0,0.0,0.0
variant_28927,648.0,76.0,15.0,27.0,20.0,1.0
variant_28928,621.0,138.0,51.0,101.0,117.0,49.0
variant_28929,563.0,101.0,33.0,102.0,121.0,76.0
variant_28930,271.0,52.0,14.0,18.0,12.0,8.0
variant_28931,209.0,11.0,5.0,0.0,0.0,0.0
variant_28932,96.0,2.0,0.0,0.0,0.0,0.0
variant_28933,579.0,115.0,33.0,108.0,90.0,56.0
variant_28934,40.0,0.0,0.0,0.0,0.0,0.0
variant_28935,396.0,42.0,12.0,32.0,49.0,11.0
variant_28936,768.0,129.0,76.0,69.0,53.0,17.0
variant_28937,271.0,47.0,14.0,19.0,30.0,10.0
variant_28938,44.0,0.0,0.0,0.0,0.0,0.0
variant_28939,63.0,0.0,0.0,0.0,0.0,0.0
variant_28940,331.0,89.0,32.0,64.0,50.0,52.0
variant_28941,457.0,72.0,35.0,120.0,114.0,30.0
variant_28942,94.0,6.0,0.0,0.0,0.0,0.0
variant_28943,818.0,173.0,74.0,154.0,229.0,98.0
variant_28944,333.0,81.0,24.0,49.0,35.0,11.0
variant_28945,237.0,4.0,18.0,16.0,39.0,42.0
variant_28946,758.0,328.0,198.0,498.0,739.0,445.0
variant_28947,644.0,86.0,18.0,32.0,64.0,42.0
variant_28948,728.0,60.0,9.0,13.0,2.0,0.0
variant_28949,531.0,45.0,33.0,56.0,52.0,16.0
variant_28950,277.0,41.0,8.0,3.0,3.0,0.0
variant_28951,186.0,7.0,1.0,6.0,3.0,0.0
variant_28952,128.0,12.0,0.0,0.0,0.0,0.0
variant_28953,3.0,0.0,0.0,0.0,0.0,0.0
variant_28954,608.0,288.0,198.0,321.0,308.0,72.0
variant_28955,219.0,19.0,1.0,0.0,0.0,0.0
variant_28956,560.0,77.0,9.0,20.0,30.0,11.0
variant_28957,218.0,19.0,1.0,0.0,0.0,0.0
variant_28958,244.0,45.0,21.0,23.0,10.0,8.0
variant_28959,191.0,31.0,12.0,16.0,9.0,2.0
variant_28960,272.0,33.0,7.0,21.0,14.0,0.0
variant_28961,3672.0,743.0,396.0,565.0,544.0,249.0
variant_28962,155.0,53.0,38.0,70.0,86.0,25.0
variant_28963,249.0,5.0,2.0,4.0,0.0,0.0
variant_28964,171.0,16.0,0.0,0.0,0.0,0.0
variant_28965,151.0,16.0,2.0,0.0,0.0,0.0
variant_28966,358.0,74.0,19.0,11.0,15.0,6.0
variant_28967,353.0,44.0,11.0,21.0,9.0,0.0
variant_28968,199.0,3.0,3.0,2.0,0.0,0.0
variant_28969,174.0,49.0,35.0,29.0,10.0,3.0
variant_28970,53.0,0.0,0.0,0.0,0.0,0.0
variant_28971,1511.0,484.0,287.0,603.0,810.0,418.0
variant_28972,675.0,215.0,185.0,618.0,1102.0,1636.0
variant_28973,492.0,46.0,29.0,57.0,33.0,25.0
variant_28974,357.0,49.0,25.0,36.0,49.0,26.0
variant_28975,132.0,5.0,0.0,0.0,0.0,0.0
variant_28976,15.0,0.0,0.0,0.0,0.0,0.0
variant_28977,37.0,1.0,0.0,0.0,0.0,0.0
variant_28978,140.0,7.0,0.0,0.0,0.0,0.0
variant_28979,499.0,40.0,15.0,24.0,20.0,3.0
variant_28980,7.0,0.0,0.0,0.0,0.0,0.0
variant_28981,974.0,163.0,40.0,55.0,26.0,14.0
variant_28982,31.0,0.0,0.0,0.0,0.0,0.0
variant_28983,395.0,62.0,25.0,32.0,21.0,12.0
variant_28984,1352.0,135.0,64.0,95.0,68.0,42.0
variant_28985,112.0,3.0,3.0,3.0,5.0,0.0
variant_28986,80.0,2.0,0.0,0.0,0.0,0.0
variant_28987,676.0,270.0,155.0,317.0,305.0,101.0
variant_28988,38.0,2.0,0.0,0.0,0.0,0.0
variant_28989,95.0,28.0,11.0,38.0,30.0,16.0
variant_28990,792.0,236.0,146.0,298.0,457.0,221.0
variant_28991,592.0,200.0,84.0,191.0,187.0,43.0
variant_28992,778.0,109.0,42.0,58.0,80.0,14.0
variant_28993,67.0,0.0,0.0,0.0,0.0,0.0
variant_28994,642.0,270.0,198.0,563.0,801.0,426.0
variant_28995,88.0,5.0,1.0,5.0,6.0,0.0
variant_28996,123.0,2.0,6.0,1.0,1.0,0.0
variant_28997,281.0,29.0,9.0,22.0,25.0,10.0
variant_28998,229.0,79.0,32.0,80.0,98.0,79.0
variant_28999,169.0,38.0,6.0,28.0,13.0,3.0
variant_29000,318.0,73.0,35.0,53.0,67.0,30.0
variant_29001,341.0,90.0,37.0,35.0,48.0,21.0
variant_29002,750.0,122.0,63.0,74.0,83.0,54.0
variant_29003,1699.0,418.0,262.0,621.0,673.0,319.0
variant_29004,230.0,63.0,31.0,39.0,51.0,43.0
variant_29005,421.0,49.0,11.0,11.0,17.0,7.0
variant_29006,120.0,5.0,0.0,0.0,0.0,0.0
variant_29007,255.0,86.0,23.0,43.0,35.0,12.0
variant_29008,373.0,39.0,17.0,22.0,36.0,8.0
variant_29009,91.0,5.0,0.0,0.0,0.0,0.0
variant_29010,105.0,2.0,0.0,0.0,0.0,0.0
variant_29011,316.0,61.0,13.0,26.0,32.0,14.0
variant_29012,423.0,74.0,42.0,102.0,101.0,68.0
variant_29013,327.0,62.0,25.0,32.0,30.0,23.0
variant_29014,936.0,156.0,112.0,217.0,247.0,136.0
variant_29015,434.0,154.0,95.0,166.0,157.0,66.0
variant_29016,455.0,195.0,115.0,184.0,299.0,152.0
variant_29017,250.0,60.0,36.0,57.0,59.0,54.0
variant_29018,329.0,83.0,51.0,70.0,81.0,32.0
variant_29019,109.0,46.0,16.0,54.0,50.0,48.0
variant_29020,112.0,32.0,18.0,55.0,61.0,16.0
variant_29021,419.0,124.0,42.0,100.0,71.0,20.0
variant_29022,773.0,90.0,28.0,29.0,34.0,3.0
variant_29023,113.0,1.0,2.0,4.0,3.0,0.0
variant_29024,1436.0,250.0,140.0,168.0,246.0,139.0
variant_29025,443.0,145.0,150.0,230.0,275.0,134.0
variant_29026,58.0,3.0,0.0,0.0,0.0,0.0
variant_29027,500.0,38.0,11.0,18.0,15.0,8.0
variant_29028,175.0,30.0,4.0,0.0,0.0,0.0
variant_29029,472.0,94.0,35.0,37.0,22.0,5.0
variant_29030,81.0,0.0,0.0,0.0,0.0,0.0
variant_29031,155.0,1.0,0.0,1.0,0.0,0.0
variant_29032,73.0,0.0,0.0,0.0,0.0,0.0
variant_29033,860.0,138.0,67.0,98.0,160.0,52.0
variant_29034,1434.0,331.0,117.0,217.0,249.0,94.0
variant_29035,2640.0,1136.0,927.0,2430.0,3840.0,2149.0
variant_29036,123.0,1.0,0.0,0.0,0.0,0.0
variant_29037,372.0,58.0,24.0,58.0,17.0,4.0
variant_29038,296.0,10.0,6.0,7.0,1.0,0.0
variant_29039,458.0,60.0,26.0,29.0,29.0,7.0
variant_29040,112.0,5.0,0.0,0.0,0.0,0.0
variant_29041,211.0,34.0,9.0,0.0,0.0,0.0
variant_29042,1311.0,624.0,557.0,1901.0,2749.0,1689.0
variant_29043,331.0,28.0,14.0,57.0,59.0,12.0
variant_29044,96.0,10.0,1.0,1.0,0.0,0.0
variant_29045,98.0,67.0,30.0,124.0,152.0,94.0
variant_29046,186.0,8.0,0.0,1.0,0.0,0.0
variant_29047,1571.0,219.0,93.0,192.0,192.0,104.0
variant_29048,497.0,105.0,41.0,81.0,96.0,45.0
variant_29049,23.0,0.0,0.0,0.0,0.0,0.0
variant_29050,531.0,51.0,9.0,16.0,1.0,0.0
variant_29051,526.0,95.0,89.0,106.0,90.0,54.0
variant_29052,1834.0,284.0,74.0,101.0,48.0,18.0
variant_29053,48.0,0.0,0.0,0.0,0.0,0.0
