,c_0,c_18,c_37,c_45
variant_24321,184.0,5.0,26.0,30.0
variant_24322,382.0,58.0,180.0,111.0
variant_24323,224.0,16.0,0.0,2.0
variant_24324,61.0,18.0,28.0,13.0
variant_24325,2129.0,385.0,541.0,617.0
variant_24326,244.0,5.0,3.0,3.0
variant_24327,487.0,84.0,91.0,45.0
variant_24328,370.0,119.0,111.0,67.0
variant_24329,349.0,8.0,29.0,6.0
variant_24330,26.0,1.0,8.0,0.0
variant_24331,397.0,78.0,110.0,110.0
variant_24332,313.0,28.0,12.0,7.0
variant_24333,460.0,78.0,93.0,77.0
variant_24334,605.0,41.0,10.0,16.0
variant_24335,1247.0,102.0,77.0,44.0
variant_24336,60.0,5.0,2.0,1.0
variant_24337,3409.0,542.0,749.0,626.0
variant_24338,347.0,30.0,86.0,52.0
variant_24339,627.0,121.0,162.0,206.0
variant_24340,237.0,24.0,33.0,32.0
variant_24341,37.0,5.0,5.0,0.0
variant_24342,518.0,122.0,58.0,64.0
variant_24343,375.0,41.0,41.0,4.0
variant_24344,2522.0,437.0,677.0,401.0
variant_24345,248.0,92.0,151.0,123.0
variant_24346,201.0,39.0,28.0,38.0
variant_24347,435.0,74.0,6.0,9.0
variant_24348,664.0,82.0,93.0,14.0
variant_24349,552.0,83.0,67.0,27.0
variant_24350,5078.0,832.0,969.0,1023.0
variant_24351,708.0,67.0,67.0,65.0
variant_24352,518.0,52.0,22.0,30.0
variant_24353,481.0,27.0,13.0,12.0
variant_24354,268.0,15.0,0.0,2.0
variant_24355,20.0,4.0,0.0,0.0
variant_24356,148.0,44.0,1.0,4.0
variant_24357,616.0,128.0,112.0,76.0
variant_24358,1997.0,475.0,576.0,445.0
variant_24359,599.0,76.0,57.0,42.0
variant_24360,338.0,77.0,172.0,128.0
variant_24361,157.0,16.0,15.0,23.0
variant_24362,43.0,16.0,15.0,1.0
variant_24363,575.0,31.0,20.0,29.0
variant_24364,67.0,4.0,0.0,0.0
variant_24365,362.0,52.0,45.0,53.0
variant_24366,644.0,96.0,252.0,213.0
variant_24367,590.0,75.0,152.0,117.0
variant_24368,144.0,1.0,4.0,8.0
variant_24369,38.0,0.0,0.0,0.0
variant_24370,1144.0,186.0,149.0,245.0
variant_24371,221.0,54.0,15.0,7.0
variant_24372,729.0,121.0,101.0,93.0
variant_24373,140.0,1.0,0.0,7.0
variant_24374,454.0,97.0,159.0,169.0
variant_24375,446.0,39.0,7.0,11.0
variant_24376,901.0,258.0,386.0,440.0
variant_24377,611.0,129.0,216.0,177.0
variant_24378,69.0,27.0,10.0,16.0
variant_24379,1023.0,159.0,324.0,151.0
variant_24380,301.0,37.0,62.0,16.0
variant_24381,100.0,12.0,2.0,16.0
variant_24382,291.0,27.0,7.0,0.0
variant_24383,235.0,33.0,5.0,16.0
variant_24384,64.0,9.0,0.0,0.0
variant_24385,288.0,15.0,4.0,0.0
variant_24386,663.0,52.0,0.0,28.0
variant_24387,50.0,22.0,49.0,15.0
variant_24388,690.0,95.0,145.0,57.0
variant_24389,92.0,5.0,0.0,0.0
variant_24390,280.0,26.0,61.0,56.0
variant_24391,48.0,15.0,6.0,2.0
variant_24392,615.0,43.0,50.0,17.0
variant_24393,67.0,8.0,0.0,1.0
variant_24394,305.0,9.0,8.0,16.0
variant_24395,32.0,4.0,0.0,4.0
variant_24396,2047.0,405.0,510.0,433.0
variant_24397,461.0,82.0,201.0,107.0
variant_24398,235.0,11.0,23.0,12.0
variant_24399,366.0,36.0,36.0,19.0
variant_24400,215.0,34.0,14.0,13.0
variant_24401,285.0,18.0,30.0,20.0
variant_24402,476.0,73.0,102.0,96.0
variant_24403,528.0,70.0,125.0,109.0
variant_24404,547.0,39.0,14.0,8.0
variant_24405,156.0,55.0,0.0,13.0
variant_24406,283.0,32.0,21.0,16.0
variant_24407,477.0,72.0,28.0,30.0
variant_24408,231.0,79.0,58.0,73.0
variant_24409,1080.0,249.0,260.0,385.0
variant_24410,1750.0,455.0,638.0,433.0
variant_24411,616.0,181.0,199.0,160.0
variant_24412,650.0,139.0,129.0,70.0
variant_24413,1431.0,249.0,484.0,319.0
variant_24414,1068.0,239.0,498.0,458.0
variant_24415,410.0,22.0,0.0,7.0
variant_24416,574.0,137.0,104.0,155.0
variant_24417,1538.0,422.0,622.0,491.0
variant_24418,135.0,16.0,0.0,1.0
variant_24419,614.0,80.0,107.0,83.0
variant_24420,433.0,51.0,15.0,8.0
variant_24421,171.0,6.0,8.0,1.0
variant_24422,197.0,17.0,33.0,5.0
variant_24423,64.0,7.0,0.0,0.0
variant_24424,1038.0,180.0,184.0,221.0
variant_24425,7.0,0.0,0.0,0.0
variant_24426,593.0,121.0,358.0,236.0
variant_24427,1052.0,117.0,83.0,103.0
variant_24428,1337.0,215.0,238.0,327.0
variant_24429,208.0,20.0,21.0,1.0
variant_24430,1517.0,164.0,66.0,58.0
variant_24431,43.0,4.0,0.0,0.0
variant_24432,772.0,156.0,171.0,205.0
variant_24433,152.0,31.0,94.0,29.0
variant_24434,1140.0,178.0,130.0,113.0
variant_24435,564.0,112.0,100.0,25.0
variant_24436,403.0,25.0,1.0,4.0
variant_24437,370.0,77.0,64.0,32.0
variant_24438,987.0,186.0,224.0,212.0
variant_24439,13.0,0.0,0.0,0.0
variant_24440,350.0,41.0,5.0,1.0
variant_24441,1092.0,214.0,433.0,371.0
variant_24442,214.0,33.0,5.0,8.0
variant_24443,66.0,14.0,5.0,0.0
variant_24444,1397.0,167.0,334.0,260.0
variant_24445,885.0,117.0,65.0,30.0
variant_24446,983.0,114.0,135.0,118.0
variant_24447,303.0,28.0,31.0,11.0
variant_24448,1146.0,169.0,233.0,233.0
variant_24449,1010.0,162.0,137.0,136.0
variant_24450,24.0,3.0,0.0,0.0
variant_24451,914.0,103.0,82.0,37.0
variant_24452,3119.0,409.0,200.0,262.0
variant_24453,265.0,19.0,0.0,3.0
variant_24454,43.0,0.0,2.0,0.0
variant_24455,1237.0,314.0,310.0,182.0
variant_24456,231.0,43.0,0.0,13.0
variant_24457,1535.0,172.0,153.0,134.0
variant_24458,513.0,88.0,83.0,41.0
variant_24459,385.0,39.0,25.0,30.0
variant_24460,8158.0,1398.0,1603.0,1179.0
variant_24461,133.0,0.0,0.0,0.0
variant_24462,4394.0,644.0,710.0,489.0
variant_24463,115.0,18.0,0.0,0.0
variant_24464,2217.0,469.0,406.0,225.0
variant_24465,3255.0,527.0,799.0,531.0
variant_24466,4284.0,675.0,604.0,608.0
variant_24467,47.0,6.0,0.0,0.0
variant_24468,125.0,80.0,42.0,30.0
variant_24469,340.0,59.0,148.0,106.0
variant_24470,50.0,4.0,0.0,0.0
variant_24471,821.0,136.0,52.0,81.0
variant_24472,1056.0,87.0,33.0,51.0
variant_24473,1595.0,313.0,528.0,295.0
variant_24474,589.0,30.0,17.0,2.0
variant_24475,245.0,11.0,6.0,4.0
variant_24476,182.0,19.0,21.0,2.0
variant_24477,235.0,16.0,11.0,5.0
variant_24478,1063.0,109.0,149.0,109.0
variant_24479,227.0,30.0,12.0,20.0
variant_24480,111.0,22.0,20.0,3.0
variant_24481,251.0,38.0,3.0,10.0
variant_24482,1343.0,287.0,384.0,222.0
variant_24483,16.0,11.0,0.0,0.0
variant_24484,32.0,32.0,36.0,71.0
variant_24485,5027.0,750.0,1079.0,725.0
variant_24486,69.0,0.0,0.0,0.0
variant_24487,429.0,82.0,22.0,35.0
variant_24488,3603.0,459.0,500.0,601.0
variant_24489,373.0,63.0,35.0,39.0
variant_24490,1508.0,230.0,177.0,75.0
variant_24491,1104.0,225.0,250.0,202.0
variant_24492,1324.0,167.0,230.0,137.0
variant_24493,94.0,14.0,0.0,3.0
variant_24494,161.0,2.0,0.0,6.0
variant_24495,465.0,15.0,10.0,0.0
variant_24496,1358.0,76.0,68.0,39.0
variant_24497,86.0,5.0,2.0,5.0
variant_24498,1572.0,601.0,1701.0,1650.0
variant_24499,810.0,179.0,209.0,116.0
variant_24500,169.0,22.0,8.0,2.0
variant_24501,5619.0,795.0,1094.0,640.0
variant_24502,397.0,51.0,2.0,4.0
variant_24503,1753.0,261.0,238.0,171.0
variant_24504,645.0,127.0,203.0,59.0
variant_24505,1637.0,139.0,191.0,121.0
variant_24506,323.0,37.0,12.0,7.0
variant_24507,1504.0,120.0,34.0,37.0
variant_24508,436.0,28.0,26.0,35.0
variant_24509,1025.0,97.0,71.0,72.0
variant_24510,1641.0,198.0,100.0,78.0
variant_24511,844.0,58.0,23.0,10.0
variant_24512,1086.0,220.0,241.0,185.0
variant_24513,229.0,48.0,28.0,68.0
variant_24514,3134.0,361.0,246.0,207.0
variant_24515,182.0,31.0,88.0,104.0
variant_24516,1719.0,290.0,246.0,210.0
variant_24517,126.0,7.0,11.0,0.0
variant_24518,1882.0,206.0,213.0,176.0
variant_24519,967.0,148.0,231.0,253.0
variant_24520,83.0,4.0,0.0,2.0
variant_24521,5105.0,904.0,753.0,775.0
variant_24522,204.0,52.0,38.0,13.0
variant_24523,10.0,0.0,0.0,4.0
variant_24524,1501.0,307.0,347.0,201.0
variant_24525,214.0,11.0,12.0,8.0
variant_24526,3775.0,619.0,1153.0,770.0
variant_24527,65.0,10.0,2.0,0.0
variant_24528,3251.0,309.0,125.0,66.0
variant_24529,2383.0,167.0,41.0,10.0
variant_24530,485.0,49.0,0.0,5.0
variant_24531,228.0,19.0,0.0,2.0
variant_24532,1811.0,170.0,83.0,79.0
variant_24533,2507.0,142.0,81.0,62.0
variant_24534,425.0,6.0,5.0,1.0
variant_24535,23.0,0.0,0.0,0.0
variant_24536,241.0,67.0,60.0,23.0
variant_24537,471.0,33.0,19.0,10.0
variant_24538,3311.0,288.0,297.0,282.0
variant_24539,366.0,22.0,11.0,2.0
variant_24540,1425.0,276.0,290.0,285.0
variant_24541,5006.0,731.0,1005.0,630.0
variant_24542,1266.0,118.0,190.0,204.0
variant_24543,993.0,135.0,152.0,151.0
variant_24544,7060.0,1139.0,1129.0,885.0
variant_24545,246.0,41.0,11.0,16.0
variant_24546,179.0,69.0,116.0,92.0
variant_24547,814.0,201.0,349.0,183.0
variant_24548,180.0,9.0,15.0,0.0
variant_24549,2507.0,379.0,424.0,270.0
variant_24550,19.0,5.0,18.0,16.0
variant_24551,150.0,29.0,134.0,90.0
variant_24552,325.0,76.0,145.0,106.0
variant_24553,282.0,20.0,3.0,0.0
variant_24554,1711.0,228.0,182.0,181.0
variant_24555,2261.0,332.0,238.0,179.0
variant_24556,196.0,13.0,0.0,10.0
variant_24557,647.0,114.0,164.0,91.0
variant_24558,297.0,94.0,93.0,89.0
variant_24559,11108.0,1477.0,1883.0,1204.0
variant_24560,716.0,153.0,126.0,128.0
variant_24561,861.0,82.0,111.0,52.0
variant_24562,583.0,39.0,2.0,1.0
variant_24563,163.0,5.0,0.0,7.0
variant_24564,102.0,6.0,1.0,2.0
variant_24565,994.0,139.0,127.0,113.0
variant_24566,2266.0,347.0,139.0,138.0
variant_24567,129.0,21.0,2.0,8.0
variant_24568,447.0,17.0,18.0,6.0
variant_24569,558.0,31.0,0.0,0.0
variant_24570,1380.0,245.0,192.0,238.0
variant_24571,3297.0,493.0,589.0,439.0
variant_24572,672.0,116.0,168.0,196.0
variant_24573,2145.0,500.0,903.0,894.0
variant_24574,4932.0,581.0,632.0,559.0
variant_24575,65.0,9.0,6.0,0.0
variant_24576,749.0,135.0,63.0,91.0
variant_24577,756.0,130.0,85.0,69.0
variant_24578,454.0,72.0,70.0,60.0
variant_24579,175.0,55.0,33.0,26.0
variant_24580,18.0,18.0,28.0,2.0
variant_24581,136.0,8.0,4.0,4.0
variant_24582,254.0,23.0,0.0,1.0
variant_24583,9050.0,207.0,178.0,50.0
variant_24584,263.0,2.0,0.0,0.0
variant_24585,346.0,13.0,0.0,0.0
variant_24586,6.0,0.0,0.0,0.0
variant_24587,873.0,66.0,24.0,5.0
variant_24588,302.0,8.0,0.0,1.0
variant_24589,206.0,3.0,0.0,0.0
variant_24590,720.0,28.0,22.0,4.0
variant_24591,196.0,4.0,0.0,0.0
variant_24592,280.0,0.0,0.0,1.0
variant_24593,729.0,42.0,0.0,1.0
variant_24594,223.0,15.0,0.0,2.0
variant_24595,72.0,0.0,0.0,5.0
variant_24596,238.0,9.0,0.0,0.0
variant_24597,31.0,6.0,0.0,0.0
variant_24598,386.0,17.0,20.0,2.0
variant_24599,226.0,0.0,0.0,0.0
variant_24600,918.0,40.0,4.0,0.0
variant_24601,995.0,57.0,3.0,0.0
variant_24602,177.0,23.0,0.0,0.0
variant_24603,984.0,26.0,14.0,3.0
variant_24604,835.0,15.0,4.0,2.0
variant_24605,610.0,17.0,0.0,2.0
variant_24606,289.0,3.0,12.0,2.0
variant_24607,92.0,0.0,0.0,0.0
variant_24608,282.0,6.0,6.0,12.0
variant_24609,638.0,38.0,14.0,2.0
variant_24610,966.0,32.0,0.0,4.0
variant_24611,239.0,8.0,0.0,0.0
variant_24612,204.0,5.0,0.0,10.0
variant_24613,28.0,8.0,0.0,0.0
variant_24614,199.0,0.0,0.0,0.0
variant_24615,287.0,10.0,0.0,0.0
variant_24616,425.0,23.0,6.0,0.0
variant_24617,573.0,15.0,1.0,2.0
variant_24618,556.0,16.0,7.0,9.0
variant_24619,3106.0,118.0,46.0,12.0
variant_24620,317.0,0.0,0.0,0.0
variant_24621,542.0,14.0,0.0,4.0
variant_24622,777.0,37.0,12.0,5.0
variant_24623,1018.0,12.0,5.0,5.0
variant_24624,632.0,24.0,0.0,3.0
variant_24625,55.0,6.0,0.0,0.0
variant_24626,668.0,20.0,1.0,0.0
variant_24627,10.0,0.0,0.0,0.0
variant_24628,132.0,7.0,0.0,0.0
variant_24629,130.0,17.0,12.0,6.0
variant_24630,239.0,4.0,3.0,2.0
variant_24631,8871.0,1041.0,1331.0,979.0
variant_24632,575.0,112.0,126.0,111.0
variant_24633,4642.0,799.0,677.0,433.0
variant_24634,408.0,48.0,57.0,65.0
variant_24635,6332.0,931.0,650.0,374.0
variant_24636,292.0,12.0,12.0,0.0
variant_24637,226.0,69.0,62.0,41.0
variant_24638,157.0,41.0,10.0,17.0
variant_24639,166.0,49.0,34.0,19.0
variant_24640,341.0,84.0,30.0,56.0
variant_24641,365.0,22.0,12.0,20.0
variant_24642,1935.0,347.0,276.0,285.0
variant_24643,116.0,9.0,1.0,4.0
variant_24644,318.0,26.0,4.0,5.0
variant_24645,555.0,37.0,20.0,15.0
variant_24646,658.0,99.0,73.0,79.0
variant_24647,4636.0,796.0,1365.0,945.0
variant_24648,24.0,17.0,6.0,9.0
variant_24649,639.0,103.0,134.0,125.0
variant_24650,613.0,141.0,128.0,242.0
variant_24651,3619.0,531.0,627.0,504.0
variant_24652,367.0,58.0,14.0,13.0
variant_24653,5325.0,715.0,674.0,457.0
variant_24654,198.0,29.0,77.0,28.0
variant_24655,433.0,59.0,116.0,122.0
variant_24656,1172.0,250.0,230.0,339.0
variant_24657,513.0,42.0,41.0,2.0
variant_24658,300.0,51.0,112.0,63.0
variant_24659,93.0,11.0,5.0,3.0
variant_24660,262.0,52.0,70.0,39.0
variant_24661,1112.0,169.0,169.0,108.0
variant_24662,47.0,0.0,0.0,0.0
variant_24663,569.0,95.0,54.0,77.0
variant_24664,551.0,138.0,116.0,85.0
variant_24665,259.0,46.0,25.0,24.0
variant_24666,153.0,14.0,5.0,3.0
variant_24667,641.0,77.0,50.0,41.0
variant_24668,13.0,0.0,0.0,0.0
variant_24669,649.0,134.0,173.0,140.0
variant_24670,129.0,10.0,0.0,6.0
variant_24671,556.0,116.0,255.0,264.0
variant_24672,621.0,103.0,60.0,21.0
variant_24673,1201.0,226.0,243.0,204.0
variant_24674,291.0,18.0,10.0,4.0
variant_24675,604.0,64.0,33.0,37.0
variant_24676,251.0,81.0,108.0,55.0
variant_24677,1292.0,246.0,354.0,513.0
variant_24678,2887.0,579.0,680.0,698.0
variant_24679,250.0,11.0,15.0,10.0
variant_24680,559.0,48.0,206.0,90.0
variant_24681,76.0,1.0,11.0,3.0
variant_24682,355.0,29.0,11.0,12.0
variant_24683,814.0,247.0,268.0,266.0
variant_24684,347.0,65.0,181.0,90.0
variant_24685,455.0,122.0,126.0,150.0
variant_24686,868.0,101.0,34.0,32.0
variant_24687,49.0,6.0,4.0,0.0
variant_24688,1516.0,171.0,222.0,219.0
variant_24689,110.0,0.0,0.0,3.0
variant_24690,271.0,57.0,104.0,58.0
variant_24691,1957.0,224.0,113.0,117.0
variant_24692,98.0,37.0,2.0,3.0
variant_24693,748.0,165.0,198.0,206.0
variant_24694,80.0,2.0,0.0,0.0
variant_24695,378.0,42.0,12.0,0.0
variant_24696,712.0,84.0,74.0,38.0
variant_24697,144.0,29.0,73.0,73.0
variant_24698,321.0,79.0,79.0,49.0
variant_24699,444.0,37.0,52.0,28.0
variant_24700,782.0,102.0,226.0,101.0
variant_24701,542.0,136.0,128.0,237.0
variant_24702,280.0,94.0,156.0,193.0
variant_24703,1664.0,167.0,189.0,125.0
variant_24704,18.0,0.0,0.0,0.0
variant_24705,583.0,61.0,81.0,40.0
variant_24706,115.0,5.0,12.0,0.0
variant_24707,282.0,33.0,30.0,17.0
variant_24708,962.0,74.0,44.0,17.0
variant_24709,301.0,60.0,42.0,10.0
variant_24710,6012.0,998.0,1201.0,891.0
variant_24711,2965.0,630.0,726.0,656.0
variant_24712,272.0,13.0,13.0,4.0
variant_24713,302.0,54.0,147.0,121.0
variant_24714,1090.0,206.0,225.0,244.0
variant_24715,1280.0,261.0,448.0,448.0
variant_24716,858.0,187.0,140.0,77.0
variant_24717,297.0,57.0,53.0,112.0
variant_24718,38.0,1.0,0.0,2.0
variant_24719,49.0,0.0,0.0,0.0
variant_24720,758.0,124.0,44.0,19.0
variant_24721,991.0,103.0,97.0,179.0
variant_24722,368.0,98.0,123.0,103.0
variant_24723,839.0,201.0,341.0,252.0
variant_24724,144.0,16.0,17.0,8.0
variant_24725,337.0,5.0,10.0,8.0
variant_24726,1083.0,158.0,257.0,134.0
variant_24727,638.0,88.0,56.0,29.0
variant_24728,499.0,19.0,14.0,7.0
variant_24729,1340.0,463.0,771.0,702.0
variant_24730,1040.0,134.0,236.0,137.0
variant_24731,826.0,117.0,177.0,115.0
variant_24732,189.0,12.0,12.0,12.0
variant_24733,465.0,114.0,152.0,172.0
variant_24734,72.0,24.0,19.0,7.0
variant_24735,611.0,40.0,29.0,21.0
variant_24736,1043.0,134.0,63.0,44.0
variant_24737,9477.0,1443.0,1380.0,1135.0
variant_24738,247.0,35.0,21.0,25.0
variant_24739,1044.0,177.0,191.0,168.0
variant_24740,1156.0,170.0,156.0,94.0
variant_24741,1478.0,223.0,232.0,337.0
variant_24742,380.0,69.0,46.0,70.0
variant_24743,34.0,0.0,0.0,0.0
variant_24744,5355.0,793.0,856.0,598.0
variant_24745,789.0,85.0,149.0,100.0
variant_24746,1208.0,107.0,111.0,91.0
variant_24747,343.0,32.0,31.0,5.0
variant_24748,704.0,66.0,94.0,147.0
variant_24749,2159.0,193.0,132.0,156.0
variant_24750,115.0,11.0,11.0,0.0
variant_24751,3016.0,490.0,593.0,444.0
variant_24752,846.0,46.0,37.0,16.0
variant_24753,4560.0,867.0,1304.0,783.0
variant_24754,385.0,72.0,107.0,66.0
variant_24755,162.0,21.0,58.0,26.0
variant_24756,759.0,136.0,153.0,158.0
variant_24757,302.0,23.0,42.0,41.0
variant_24758,1.0,0.0,0.0,0.0
variant_24759,179.0,16.0,14.0,1.0
variant_24760,1758.0,333.0,389.0,405.0
variant_24761,242.0,11.0,4.0,6.0
variant_24762,114.0,4.0,0.0,0.0
variant_24763,728.0,52.0,92.0,102.0
variant_24764,2463.0,341.0,419.0,335.0
variant_24765,501.0,18.0,6.0,0.0
variant_24766,481.0,167.0,157.0,140.0
variant_24767,1661.0,238.0,179.0,118.0
variant_24768,153.0,12.0,4.0,0.0
variant_24769,6671.0,923.0,881.0,741.0
variant_24770,393.0,70.0,102.0,97.0
variant_24771,154.0,28.0,10.0,58.0
variant_24772,649.0,111.0,108.0,97.0
variant_24773,311.0,26.0,50.0,9.0
variant_24774,10.0,0.0,0.0,0.0
variant_24775,253.0,5.0,0.0,0.0
variant_24776,302.0,14.0,69.0,10.0
variant_24777,294.0,10.0,1.0,0.0
variant_24778,194.0,0.0,10.0,0.0
variant_24779,266.0,26.0,0.0,20.0
variant_24780,61.0,4.0,4.0,0.0
variant_24781,2361.0,247.0,332.0,190.0
variant_24782,266.0,13.0,8.0,8.0
variant_24783,29.0,6.0,0.0,0.0
variant_24784,434.0,50.0,4.0,13.0
variant_24785,574.0,130.0,493.0,340.0
variant_24786,5683.0,963.0,1223.0,1019.0
variant_24787,991.0,259.0,382.0,333.0
variant_24788,785.0,112.0,85.0,97.0
variant_24789,703.0,35.0,4.0,21.0
variant_24790,601.0,228.0,124.0,111.0
variant_24791,295.0,158.0,185.0,138.0
variant_24792,8255.0,1303.0,1414.0,986.0
variant_24793,784.0,218.0,231.0,335.0
variant_24794,365.0,57.0,74.0,45.0
variant_24795,38.0,6.0,0.0,0.0
variant_24796,690.0,92.0,96.0,44.0
variant_24797,1368.0,267.0,320.0,303.0
variant_24798,2160.0,318.0,484.0,518.0
variant_24799,5851.0,1020.0,915.0,975.0
variant_24800,220.0,29.0,43.0,74.0
variant_24801,1094.0,152.0,281.0,187.0
variant_24802,757.0,100.0,155.0,179.0
variant_24803,1136.0,236.0,399.0,357.0
variant_24804,163.0,19.0,4.0,11.0
variant_24805,430.0,7.0,1.0,7.0
variant_24806,893.0,229.0,256.0,217.0
variant_24807,43.0,4.0,0.0,0.0
variant_24808,1563.0,211.0,185.0,183.0
variant_24809,212.0,2.0,0.0,1.0
variant_24810,743.0,58.0,49.0,58.0
variant_24811,235.0,14.0,11.0,2.0
variant_24812,818.0,136.0,266.0,132.0
variant_24813,176.0,20.0,3.0,0.0
variant_24814,88.0,1.0,0.0,1.0
variant_24815,257.0,36.0,38.0,13.0
variant_24816,342.0,58.0,11.0,24.0
variant_24817,212.0,25.0,11.0,9.0
variant_24818,64.0,0.0,0.0,0.0
variant_24819,345.0,48.0,22.0,27.0
variant_24820,1895.0,292.0,321.0,232.0
variant_24821,2002.0,361.0,405.0,280.0
variant_24822,194.0,14.0,51.0,17.0
variant_24823,91.0,0.0,11.0,6.0
variant_24824,5971.0,1250.0,1834.0,1418.0
variant_24825,589.0,101.0,182.0,187.0
variant_24826,1078.0,199.0,187.0,212.0
variant_24827,1478.0,299.0,277.0,190.0
variant_24828,581.0,85.0,27.0,14.0
variant_24829,1059.0,162.0,186.0,167.0
variant_24830,161.0,41.0,11.0,6.0
variant_24831,706.0,27.0,15.0,0.0
variant_24832,150.0,12.0,0.0,0.0
variant_24833,920.0,172.0,228.0,103.0
variant_24834,297.0,72.0,63.0,49.0
variant_24835,903.0,323.0,572.0,451.0
variant_24836,90.0,9.0,0.0,0.0
variant_24837,744.0,144.0,279.0,182.0
variant_24838,12.0,8.0,0.0,0.0
variant_24839,873.0,180.0,198.0,160.0
variant_24840,419.0,156.0,83.0,62.0
variant_24841,110.0,7.0,13.0,1.0
variant_24842,65.0,0.0,0.0,0.0
variant_24843,378.0,44.0,9.0,3.0
variant_24844,199.0,10.0,6.0,5.0
variant_24845,352.0,30.0,46.0,28.0
variant_24846,331.0,25.0,52.0,15.0
variant_24847,105.0,5.0,0.0,4.0
variant_24848,901.0,170.0,188.0,168.0
variant_24849,428.0,56.0,52.0,75.0
variant_24850,1171.0,129.0,372.0,228.0
variant_24851,834.0,139.0,205.0,182.0
variant_24852,432.0,57.0,24.0,25.0
variant_24853,204.0,8.0,13.0,16.0
variant_24854,723.0,151.0,136.0,78.0
variant_24855,113.0,54.0,78.0,57.0
variant_24856,1884.0,157.0,166.0,120.0
variant_24857,74.0,13.0,2.0,0.0
variant_24858,287.0,18.0,16.0,12.0
variant_24859,620.0,111.0,177.0,150.0
variant_24860,594.0,60.0,51.0,13.0
variant_24861,934.0,208.0,193.0,186.0
variant_24862,654.0,121.0,158.0,119.0
variant_24863,210.0,17.0,11.0,23.0
variant_24864,14.0,0.0,0.0,0.0
variant_24865,577.0,41.0,62.0,17.0
variant_24866,509.0,147.0,466.0,367.0
variant_24867,103.0,8.0,3.0,0.0
variant_24868,3350.0,530.0,510.0,449.0
variant_24869,110.0,13.0,19.0,5.0
variant_24870,606.0,109.0,43.0,11.0
variant_24871,553.0,71.0,70.0,36.0
variant_24872,173.0,17.0,0.0,4.0
variant_24873,228.0,19.0,38.0,15.0
variant_24874,6406.0,940.0,1224.0,744.0
variant_24875,268.0,40.0,53.0,20.0
variant_24876,1163.0,154.0,233.0,153.0
variant_24877,1372.0,132.0,86.0,90.0
variant_24878,3650.0,581.0,517.0,489.0
variant_24879,297.0,71.0,95.0,86.0
variant_24880,530.0,77.0,152.0,141.0
variant_24881,879.0,100.0,112.0,165.0
variant_24882,77.0,0.0,0.0,7.0
variant_24883,777.0,78.0,89.0,115.0
variant_24884,141.0,19.0,0.0,6.0
variant_24885,326.0,58.0,61.0,30.0
variant_24886,869.0,181.0,356.0,297.0
variant_24887,366.0,52.0,13.0,3.0
variant_24888,125.0,14.0,0.0,0.0
variant_24889,226.0,10.0,6.0,5.0
variant_24890,1216.0,319.0,685.0,680.0
variant_24891,842.0,259.0,368.0,169.0
variant_24892,191.0,13.0,7.0,9.0
variant_24893,154.0,3.0,0.0,5.0
variant_24894,236.0,37.0,43.0,34.0
variant_24895,79.0,9.0,7.0,0.0
variant_24896,1954.0,274.0,221.0,122.0
variant_24897,6331.0,903.0,1215.0,953.0
variant_24898,740.0,94.0,71.0,31.0
variant_24899,721.0,222.0,238.0,177.0
variant_24900,741.0,103.0,88.0,69.0
variant_24901,926.0,127.0,165.0,175.0
variant_24902,434.0,38.0,19.0,7.0
variant_24903,3671.0,548.0,618.0,542.0
variant_24904,1157.0,148.0,52.0,94.0
variant_24905,1339.0,7.0,2.0,0.0
variant_24906,365.0,101.0,139.0,131.0
variant_24907,1196.0,190.0,152.0,165.0
variant_24908,119.0,20.0,4.0,1.0
variant_24909,315.0,52.0,62.0,98.0
variant_24910,1322.0,316.0,388.0,280.0
variant_24911,470.0,38.0,30.0,11.0
variant_24912,183.0,44.0,19.0,0.0
variant_24913,531.0,132.0,90.0,67.0
variant_24914,393.0,67.0,30.0,12.0
variant_24915,41.0,5.0,0.0,0.0
variant_24916,420.0,41.0,1.0,6.0
variant_24917,339.0,35.0,14.0,22.0
variant_24918,1004.0,212.0,214.0,122.0
variant_24919,540.0,106.0,104.0,84.0
variant_24920,448.0,31.0,34.0,26.0
variant_24921,230.0,47.0,48.0,38.0
variant_24922,14.0,0.0,0.0,0.0
variant_24923,348.0,14.0,49.0,17.0
variant_24924,302.0,30.0,65.0,72.0
variant_24925,379.0,17.0,0.0,8.0
variant_24926,617.0,92.0,67.0,30.0
variant_24927,680.0,213.0,172.0,185.0
variant_24928,269.0,9.0,10.0,4.0
variant_24929,52.0,1.0,0.0,0.0
variant_24930,204.0,36.0,7.0,0.0
variant_24931,390.0,35.0,41.0,23.0
variant_24932,147.0,23.0,11.0,11.0
variant_24933,1009.0,153.0,238.0,144.0
variant_24934,302.0,26.0,15.0,8.0
variant_24935,1213.0,301.0,513.0,346.0
variant_24936,850.0,103.0,221.0,182.0
variant_24937,377.0,61.0,103.0,77.0
variant_24938,25.0,9.0,0.0,0.0
variant_24939,190.0,11.0,8.0,4.0
variant_24940,288.0,42.0,56.0,52.0
variant_24941,770.0,28.0,23.0,34.0
variant_24942,163.0,24.0,3.0,0.0
variant_24943,138.0,4.0,32.0,33.0
variant_24944,3751.0,675.0,924.0,862.0
variant_24945,336.0,38.0,78.0,59.0
variant_24946,13.0,2.0,9.0,0.0
variant_24947,288.0,24.0,19.0,1.0
