,G0,D1.25,D2.25,D3.25,D4.25
variant_23029,860,2166,2225,3214,5054
variant_23030,649,283,93,88,82
variant_23031,284,81,6,4,9
variant_23032,54,46,27,44,68
variant_23033,38,1,0,0,0
variant_23034,456,84,28,30,20
variant_23035,25,0,0,0,0
variant_23036,116,348,353,549,720
variant_23037,85,79,65,96,119
variant_23038,1030,667,680,845,971
variant_23039,156,3,0,0,0
variant_23040,448,458,710,963,1150
variant_23041,974,93,2,1,1
variant_23042,28,0,0,4,5
variant_23043,1269,144,44,24,19
variant_23044,77,54,49,48,52
variant_23045,361,34,4,1,0
variant_23046,108,9,8,3,1
variant_23047,318,192,136,133,129
variant_23048,167,6,0,3,1
variant_23049,677,307,86,58,22
variant_23050,50,2,0,1,0
variant_23051,32,3,8,13,9
variant_23052,146,70,18,6,5
variant_23053,634,520,527,1011,1440
variant_23054,206,213,232,304,486
variant_23055,481,799,749,1275,1506
variant_23056,116,96,47,40,55
variant_23057,128,18,0,0,1
variant_23058,191,5,0,0,1
variant_23059,1095,2541,2566,3518,4190
variant_23060,310,243,100,116,131
variant_23061,162,18,2,4,3
variant_23062,210,122,26,8,13
variant_23063,25,2,0,1,2
variant_23064,32,14,22,37,25
variant_23065,13,1,0,0,0
variant_23066,58,4,2,6,2
variant_23067,314,458,530,656,1049
variant_23068,328,161,87,81,65
variant_23069,19,0,0,0,0
variant_23070,249,37,16,25,16
variant_23071,28,30,26,31,15
variant_23072,871,1232,1017,1320,1850
variant_23073,742,185,9,21,10
variant_23074,69,67,93,108,117
variant_23075,1354,239,49,29,22
variant_23076,33,54,25,43,38
variant_23077,23,1,0,2,0
variant_23078,487,868,844,1178,1585
variant_23079,282,391,381,534,689
variant_23080,182,143,71,83,58
variant_23081,589,461,397,553,718
variant_23082,40,6,0,0,5
variant_23083,26,1,2,0,2
variant_23084,312,418,347,465,454
variant_23085,152,44,8,8,0
variant_23086,554,402,186,175,130
variant_23087,75,0,0,0,2
variant_23088,142,341,254,405,523
variant_23089,751,1265,1291,1727,1960
variant_23090,354,668,551,1150,1707
variant_23091,124,53,19,18,10
variant_23092,7,1,0,1,1
variant_23093,362,139,37,43,26
variant_23094,310,471,543,663,723
variant_23095,52,33,22,29,41
variant_23096,204,354,335,449,518
variant_23097,113,31,20,18,30
variant_23098,154,468,466,594,715
variant_23099,14,0,0,0,0
variant_23100,15,0,0,0,0
variant_23101,32,0,0,1,0
variant_23102,153,61,68,165,154
variant_23103,559,1016,955,1622,2154
variant_23104,25,0,0,3,2
variant_23105,22,0,0,0,0
variant_23106,92,32,1,4,0
variant_23107,367,151,48,38,24
variant_23108,460,706,641,1111,1278
variant_23109,301,591,389,529,780
variant_23110,98,20,1,5,3
variant_23111,223,450,272,341,486
variant_23112,14,0,0,0,0
variant_23113,316,280,211,279,372
variant_23114,459,222,308,447,469
variant_23115,389,668,790,1156,1532
variant_23116,209,93,20,5,0
variant_23117,320,41,3,1,1
variant_23118,1051,239,35,16,20
variant_23119,731,1323,1005,1185,1450
variant_23120,63,19,5,6,2
variant_23121,989,444,166,140,133
variant_23122,195,274,146,135,194
variant_23123,219,177,85,74,83
variant_23124,85,13,9,3,0
variant_23125,76,9,6,18,16
variant_23126,336,236,159,125,131
variant_23127,168,288,98,67,65
variant_23128,49,2,0,0,2
variant_23129,55,2,3,2,0
variant_23130,267,200,185,314,343
variant_23131,127,56,28,27,21
variant_23132,32,0,0,2,0
variant_23133,56,106,69,75,101
variant_23134,201,455,269,179,409
variant_23135,23,0,0,0,1
variant_23136,945,1359,1339,1854,2499
variant_23137,323,548,427,683,821
variant_23138,4,0,0,0,0
variant_23139,401,472,350,443,721
variant_23140,48,0,0,1,1
variant_23141,181,19,4,12,1
variant_23142,101,157,91,171,219
variant_23143,1252,2257,2263,3104,4548
variant_23144,938,644,119,203,111
variant_23145,522,70,10,7,3
variant_23146,298,339,298,420,425
variant_23147,142,190,166,182,334
variant_23148,1430,247,47,13,8
variant_23149,802,470,89,53,32
variant_23150,1008,564,277,331,287
variant_23151,157,28,11,18,12
variant_23152,872,1425,1153,1896,2576
variant_23153,152,55,61,154,118
variant_23154,25,0,0,0,0
variant_23155,855,1292,1288,1425,1342
variant_23156,28,0,1,1,0
variant_23157,146,28,29,22,21
variant_23158,437,908,901,1327,1843
variant_23159,1069,1522,1565,2165,3227
variant_23160,114,157,145,176,233
variant_23161,43,28,19,26,29
variant_23162,134,3,0,0,0
variant_23163,142,196,227,217,322
variant_23164,862,178,37,22,20
variant_23165,101,1,0,0,0
variant_23166,170,46,14,17,11
variant_23167,163,82,45,62,55
variant_23168,153,341,339,569,804
variant_23169,184,34,5,2,1
variant_23170,23,11,0,12,8
variant_23171,193,322,385,605,829
variant_23172,417,57,1,1,1
variant_23173,493,1376,1254,1500,2051
variant_23174,591,389,184,183,196
variant_23175,37,10,7,10,12
variant_23176,270,101,49,41,73
variant_23177,587,43,12,28,7
variant_23178,75,165,87,71,172
variant_23179,29,0,0,0,1
variant_23180,570,262,82,85,45
variant_23181,545,1163,1393,1750,2633
variant_23182,397,52,8,11,8
variant_23183,731,1302,1227,1845,2152
variant_23184,1053,1556,1671,2098,2835
variant_23185,527,2032,1699,1863,2977
variant_23186,33,2,0,0,1
variant_23187,19,0,0,0,0
variant_23188,65,115,147,200,257
variant_23189,22,0,0,0,0
variant_23190,1125,208,75,76,59
variant_23191,561,610,567,701,842
variant_23192,709,484,430,448,434
variant_23193,509,725,731,1024,1625
variant_23194,125,225,164,233,375
variant_23195,9,0,0,0,0
variant_23196,687,311,278,354,296
variant_23197,214,409,203,156,238
variant_23198,210,17,0,1,0
variant_23199,25,0,0,1,0
variant_23200,448,498,480,721,841
variant_23201,68,99,50,13,29
variant_23202,20,1,5,4,4
variant_23203,167,315,263,473,582
variant_23204,703,731,623,805,771
variant_23205,64,119,149,190,262
variant_23206,540,916,631,780,1116
variant_23207,33,0,0,0,0
variant_23208,494,65,33,11,8
variant_23209,415,40,5,10,3
variant_23210,735,1106,993,1105,1361
variant_23211,572,67,17,13,6
variant_23212,347,74,44,35,33
variant_23213,1001,1451,1603,2619,3357
variant_23214,392,49,8,10,16
variant_23215,100,5,4,3,1
variant_23216,79,3,0,0,1
variant_23217,124,122,104,127,193
variant_23218,649,162,69,57,64
variant_23219,384,290,108,109,69
variant_23220,654,610,328,343,305
variant_23221,117,236,207,219,356
variant_23222,85,106,91,107,140
variant_23223,427,527,569,776,1121
variant_23224,1341,1760,1597,2803,4030
variant_23225,310,373,257,262,304
variant_23226,67,2,0,0,0
variant_23227,709,604,481,602,612
variant_23228,416,79,9,11,14
variant_23229,2095,130,9,5,2
variant_23230,646,560,529,839,900
variant_23231,508,639,1104,1344,1672
variant_23232,206,13,2,1,0
variant_23233,411,109,28,60,22
variant_23234,227,102,24,2,12
variant_23235,67,53,63,81,66
variant_23236,97,6,8,11,21
variant_23237,673,1664,1228,1572,2276
variant_23238,145,270,281,416,537
variant_23239,22,3,0,0,1
variant_23240,1054,1842,657,353,449
variant_23241,56,9,13,8,6
variant_23242,302,329,211,195,145
variant_23243,308,240,89,109,101
variant_23244,147,163,178,193,248
variant_23245,222,13,2,7,5
variant_23246,210,39,7,0,0
variant_23247,104,4,0,1,1
variant_23248,71,0,0,2,0
variant_23249,282,365,484,871,1058
variant_23250,104,24,11,7,12
variant_23251,58,3,1,3,1
variant_23252,315,481,544,721,1122
variant_23253,1,0,0,0,0
variant_23254,464,45,9,0,0
variant_23255,91,367,358,476,768
variant_23256,28,75,78,125,103
variant_23257,437,473,86,37,15
variant_23258,352,231,69,58,28
variant_23259,341,365,162,144,101
variant_23260,327,404,518,791,963
variant_23261,449,576,532,704,860
variant_23262,86,1,4,2,0
variant_23263,212,270,278,285,352
variant_23264,64,3,4,7,3
variant_23265,203,104,123,171,206
variant_23266,124,35,47,35,30
variant_23267,63,56,19,19,18
variant_23268,81,118,143,162,297
variant_23269,116,29,0,0,1
variant_23270,1043,175,40,52,38
variant_23271,463,337,24,6,0
variant_23272,711,1894,1691,2548,3661
variant_23273,1310,1853,2381,3191,4498
variant_23274,16,1,0,2,1
variant_23275,176,317,174,179,158
variant_23276,906,1514,1225,2212,3231
variant_23277,108,164,162,267,280
variant_23278,287,666,738,1281,1786
variant_23279,115,308,219,173,182
variant_23280,106,196,178,208,338
variant_23281,147,225,261,324,428
variant_23282,625,379,371,499,754
variant_23283,2330,334,123,110,99
variant_23284,531,847,991,1595,2105
variant_23285,222,61,14,19,22
variant_23286,15,0,1,0,0
variant_23287,41,0,0,0,0
variant_23288,291,8,7,6,3
variant_23289,1189,242,17,16,30
variant_23290,12,0,0,0,2
variant_23291,198,198,249,245,295
variant_23292,83,2,1,8,4
variant_23293,230,437,479,622,693
variant_23294,445,50,1,0,0
variant_23295,497,425,222,179,123
variant_23296,233,432,373,470,639
variant_23297,239,25,9,10,6
variant_23298,39,2,6,0,4
variant_23299,199,267,160,131,125
variant_23300,35,0,0,0,1
variant_23301,41,155,179,224,430
variant_23302,237,84,19,3,0
variant_23303,67,0,0,0,0
variant_23304,11,2,0,0,0
variant_23305,439,705,764,879,1110
variant_23306,737,1068,847,1179,1228
variant_23307,302,97,21,20,12
variant_23308,589,859,654,725,921
variant_23309,1256,1080,918,1194,1358
variant_23310,143,15,4,4,3
variant_23311,380,451,410,796,1291
variant_23312,331,723,718,906,953
variant_23313,759,119,14,8,1
variant_23314,64,18,15,27,30
variant_23315,1097,663,332,303,249
variant_23316,64,2,0,0,0
variant_23317,52,73,83,128,140
variant_23318,192,128,41,65,44
variant_23319,405,417,210,221,204
variant_23320,455,190,68,66,51
variant_23321,463,66,15,19,6
variant_23322,34,55,53,74,81
variant_23323,140,281,318,436,637
variant_23324,26,4,2,0,2
variant_23325,368,200,49,51,31
variant_23326,21,0,0,0,0
variant_23327,619,1859,1648,2122,3282
variant_23328,63,53,35,25,13
variant_23329,328,285,184,223,156
variant_23330,190,42,9,2,3
variant_23331,21,0,0,0,0
variant_23332,60,3,1,5,1
variant_23333,23,0,0,0,0
variant_23334,31,0,0,0,0
variant_23335,502,50,0,1,0
variant_23336,83,7,0,0,0
variant_23337,22,0,0,0,0
variant_23338,168,255,172,175,184
variant_23339,182,32,10,7,12
variant_23340,154,48,25,25,17
variant_23341,240,84,33,19,9
variant_23342,320,491,511,739,906
variant_23343,220,374,189,221,163
variant_23344,1878,483,38,14,5
variant_23345,24,2,0,0,0
variant_23346,18,13,15,14,15
variant_23347,1029,1351,1067,1685,1796
variant_23348,278,383,289,392,497
variant_23349,362,235,151,178,150
variant_23350,264,347,354,387,467
variant_23351,184,260,213,341,578
variant_23352,57,18,17,22,31
variant_23353,85,83,62,87,128
variant_23354,65,1,0,0,0
variant_23355,28,0,0,0,0
variant_23356,446,102,24,27,37
variant_23357,131,35,27,19,15
variant_23358,296,711,624,901,1004
variant_23359,45,0,0,0,1
variant_23360,512,323,196,213,153
variant_23361,250,343,380,638,736
variant_23362,12,0,0,0,2
variant_23363,209,348,283,394,370
variant_23364,31,6,4,3,3
variant_23365,249,385,357,505,709
variant_23366,110,118,104,152,169
variant_23367,43,2,0,1,0
variant_23368,424,499,422,601,856
variant_23369,195,153,43,19,25
variant_23370,997,1847,1836,1897,3195
variant_23371,559,853,692,764,926
variant_23372,439,522,364,455,397
variant_23373,21,0,0,0,0
variant_23374,202,377,382,503,541
variant_23375,357,269,38,32,5
variant_23376,24,0,1,0,0
variant_23377,254,342,323,349,634
variant_23378,65,0,1,3,0
variant_23379,2503,2699,2105,2660,2824
variant_23380,969,774,231,226,128
variant_23381,841,1026,921,1136,1553
variant_23382,218,281,325,255,488
variant_23383,333,1008,1128,1594,2335
variant_23384,795,984,1011,1220,1552
variant_23385,256,838,516,483,1206
variant_23386,43,45,15,6,1
variant_23387,109,120,85,47,35
variant_23388,401,179,215,338,432
variant_23389,502,633,668,753,836
variant_23390,368,30,1,2,1
variant_23391,275,52,3,2,0
variant_23392,124,39,2,0,0
variant_23393,50,0,0,0,0
variant_23394,276,221,91,94,76
variant_23395,321,947,910,1060,1296
variant_23396,528,781,530,707,1032
variant_23397,3251,507,14,18,7
variant_23398,62,9,1,0,0
variant_23399,92,60,37,44,30
variant_23400,79,0,0,1,1
variant_23401,75,30,4,17,5
variant_23402,176,164,121,198,191
variant_23403,485,793,762,1131,1498
variant_23404,251,153,90,105,102
variant_23405,20,0,1,0,0
variant_23406,19,0,0,0,0
variant_23407,1504,3512,3613,5279,6559
variant_23408,262,139,38,36,29
variant_23409,54,27,18,10,27
variant_23410,388,88,27,12,8
variant_23411,376,97,41,55,20
variant_23412,1408,689,247,207,159
variant_23413,307,48,1,0,1
variant_23414,201,212,179,319,409
variant_23415,1725,3394,3360,5382,6952
variant_23416,698,217,67,86,39
variant_23417,34,1,0,0,2
variant_23418,186,17,1,11,3
variant_23419,1002,123,16,9,1
variant_23420,253,435,539,746,946
variant_23421,405,108,106,69,102
variant_23422,51,66,42,53,94
variant_23423,792,1319,1227,1182,1495
variant_23424,634,1072,922,1145,1355
variant_23425,103,103,27,11,2
variant_23426,619,442,247,210,188
variant_23427,772,951,866,1142,1622
variant_23428,46,58,41,66,88
variant_23429,398,82,5,13,1
variant_23430,318,240,201,268,328
variant_23431,43,0,0,0,1
variant_23432,379,36,0,0,2
variant_23433,751,1555,1454,1773,2642
variant_23434,238,14,5,1,0
variant_23435,44,56,78,70,159
variant_23436,470,139,46,46,40
variant_23437,818,1547,1280,2144,2951
variant_23438,976,389,173,132,77
variant_23439,19,0,0,0,1
variant_23440,15,0,0,0,0
variant_23441,1117,2417,2407,3572,4658
variant_23442,25,0,0,1,2
variant_23443,705,88,26,10,10
variant_23444,412,109,65,56,50
variant_23445,1012,1255,1195,1505,1571
variant_23446,918,409,297,408,527
variant_23447,1555,356,165,116,69
variant_23448,757,1026,1003,1407,1734
variant_23449,390,312,231,209,234
variant_23450,1191,2435,2263,2952,3863
variant_23451,227,6,2,1,4
variant_23452,680,1699,1390,1913,2495
variant_23453,608,80,11,0,4
variant_23454,82,110,93,91,144
variant_23455,1252,1130,878,1055,1089
variant_23456,81,111,72,118,195
variant_23457,112,81,38,40,31
variant_23458,2216,2761,1829,1955,2459
variant_23459,480,865,885,1182,1862
variant_23460,279,61,30,22,18
variant_23461,64,15,31,29,25
variant_23462,446,607,436,367,449
variant_23463,521,418,479,647,782
variant_23464,811,845,714,922,1247
variant_23465,2008,944,401,366,192
variant_23466,1138,216,41,36,7
variant_23467,234,105,128,212,207
variant_23468,12,4,0,0,0
variant_23469,647,210,80,42,18
variant_23470,1181,612,81,32,12
variant_23471,713,723,459,653,826
variant_23472,482,34,0,0,2
variant_23473,687,67,1,0,2
variant_23474,342,556,607,798,914
variant_23475,283,326,231,200,160
variant_23476,648,191,30,6,2
variant_23477,187,45,31,30,68
variant_23478,193,52,2,4,1
variant_23479,543,414,210,258,254
variant_23480,1101,234,51,53,31
variant_23481,240,58,11,23,8
variant_23482,189,29,2,0,0
variant_23483,452,557,398,416,412
variant_23484,383,98,20,24,9
variant_23485,287,36,0,1,5
variant_23486,1045,960,995,1246,1451
variant_23487,1020,1398,1285,2573,3033
variant_23488,502,528,396,534,831
variant_23489,1667,1826,1964,2788,5067
variant_23490,48,0,0,0,1
variant_23491,646,259,32,42,7
variant_23492,649,57,29,2,15
variant_23493,152,56,30,24,22
variant_23494,401,362,387,494,546
variant_23495,56,29,14,4,11
variant_23496,695,162,23,14,2
variant_23497,1109,182,4,3,0
variant_23498,570,517,498,579,543
variant_23499,170,20,18,19,43
variant_23500,289,49,5,7,8
variant_23501,836,599,316,298,224
variant_23502,26,0,0,0,0
variant_23503,2337,1006,508,521,260
variant_23504,532,111,34,17,10
variant_23505,160,138,128,235,234
variant_23506,654,862,794,1168,1907
variant_23507,1510,589,218,149,97
variant_23508,58,26,6,4,0
variant_23509,28,0,0,0,5
variant_23510,391,112,29,15,23
variant_23511,52,0,0,0,0
variant_23512,5,0,0,0,0
variant_23513,122,7,0,0,0
variant_23514,356,37,4,1,0
variant_23515,1538,1981,1286,1415,1885
variant_23516,512,227,97,85,57
variant_23517,559,35,2,3,1
variant_23518,303,33,3,0,0
variant_23519,345,59,20,22,18
variant_23520,392,207,53,52,29
variant_23521,2062,535,101,69,30
variant_23522,303,417,397,572,840
variant_23523,595,74,8,13,5
variant_23524,654,113,32,21,17
variant_23525,197,261,285,363,452
variant_23526,140,255,160,176,201
variant_23527,164,50,20,14,1
variant_23528,1335,844,359,251,136
variant_23529,1729,373,81,33,38
variant_23530,2038,2496,1757,2020,1992
variant_23531,172,15,1,2,0
variant_23532,2146,190,8,6,0
variant_23533,58,32,27,13,26
variant_23534,426,650,310,244,619
variant_23535,62,0,1,0,1
variant_23536,531,1086,1270,2126,3381
variant_23537,561,1085,1040,1396,1858
variant_23538,1082,2183,2231,3197,4712
variant_23539,147,102,38,33,38
variant_23540,1786,1731,1880,2677,3516
variant_23541,820,241,112,123,59
variant_23542,39,14,20,14,16
variant_23543,69,11,4,4,4
variant_23544,43,0,0,0,0
variant_23545,972,1521,1235,1706,1743
variant_23546,1331,2909,3364,4559,6092
variant_23547,35,0,0,0,0
variant_23548,517,123,60,46,27
variant_23549,197,115,107,213,301
variant_23550,301,27,1,0,0
variant_23551,26,0,0,0,3
variant_23552,988,505,251,167,114
variant_23553,138,0,9,0,3
variant_23554,215,17,15,9,6
variant_23555,749,166,6,0,1
variant_23556,1263,320,73,77,54
variant_23557,269,299,212,350,344
variant_23558,33,0,1,0,0
variant_23559,110,3,6,5,1
variant_23560,520,189,81,136,77
variant_23561,22,5,0,0,2
variant_23562,3353,5935,5291,6759,9685
variant_23563,164,57,19,3,7
variant_23564,546,371,255,293,188
variant_23565,1392,100,16,19,22
variant_23566,605,815,558,653,706
variant_23567,35,0,0,0,0
variant_23568,1897,4004,4416,5533,7863
variant_23569,221,35,3,3,0
variant_23570,314,193,62,61,24
variant_23571,78,62,22,16,9
variant_23572,145,195,181,277,327
variant_23573,6,0,0,0,0
variant_23574,131,7,0,2,0
variant_23575,310,477,504,550,681
variant_23576,232,125,52,34,30
variant_23577,33,0,0,0,0
variant_23578,1664,437,120,123,105
variant_23579,1575,1514,1308,1881,2150
variant_23580,994,138,10,13,2
variant_23581,205,41,17,12,6
variant_23582,1451,1088,332,243,126
variant_23583,1306,476,107,146,95
variant_23584,445,48,5,11,6
variant_23585,454,647,625,805,732
variant_23586,72,23,10,2,3
variant_23587,370,706,674,1020,1143
variant_23588,91,100,95,139,169
variant_23589,1395,388,100,37,27
variant_23590,615,598,518,618,717
variant_23591,18,0,0,0,0
variant_23592,22,0,0,0,0
variant_23593,510,829,851,1098,1969
variant_23594,69,9,4,2,2
variant_23595,501,416,229,184,172
variant_23596,673,985,1102,1429,1578
variant_23597,1082,969,662,744,552
variant_23598,60,0,1,1,0
variant_23599,88,33,42,50,67
variant_23600,798,185,10,15,3
variant_23601,760,93,20,29,15
variant_23602,277,76,10,11,17
variant_23603,741,97,28,27,9
variant_23604,128,4,0,0,3
variant_23605,335,529,359,408,536
variant_23606,420,6,0,1,0
variant_23607,44,0,0,0,0
variant_23608,964,905,520,588,559
variant_23609,899,136,58,43,30
variant_23610,227,374,427,509,805
variant_23611,419,196,39,42,31
variant_23612,293,55,15,13,4
variant_23613,83,8,12,5,1
variant_23614,290,324,336,488,601
variant_23615,356,359,321,379,498
variant_23616,105,84,85,75,93
variant_23617,904,839,890,1107,1468
variant_23618,355,27,1,0,0
variant_23619,471,62,14,7,3
variant_23620,214,208,102,71,46
variant_23621,432,178,58,61,26
variant_23622,792,1412,1478,2179,2476
variant_23623,205,9,8,8,3
variant_23624,343,332,89,86,45
variant_23625,1001,1985,2266,3402,4122
variant_23626,413,405,231,241,222
variant_23627,2038,226,20,15,10
variant_23628,301,115,64,51,35
variant_23629,1278,2323,2442,3332,4288
variant_23630,17,0,2,1,2
variant_23631,386,275,131,145,136
variant_23632,886,1912,1950,2701,3994
variant_23633,1537,266,28,26,17
variant_23634,303,374,497,503,731
variant_23635,1813,1199,686,808,742
variant_23636,654,126,16,11,9
variant_23637,236,346,280,429,407
variant_23638,2138,279,70,47,36
variant_23639,350,116,57,71,41
variant_23640,357,385,430,476,651
variant_23641,96,143,113,112,168
variant_23642,16,1,2,2,7
variant_23643,305,62,3,0,0
variant_23644,305,549,539,829,893
variant_23645,3238,563,36,20,6
variant_23646,636,1273,1302,2558,2973
variant_23647,134,63,30,40,34
